text,spam
"Subject: dear ms . feldman ,  please find enclosed a proposal for the d - g energy  software license agreement in which enron may be  interested . we deliberately left blank the appendix 2  related to the number of sites and workstations it  would cover , in order to let dr . kaminski decide what  is best for enron .  sincerely  - appendices . doc  - contract . doc  h , lyette geman  professor of finance  university paris ix dauphine and essec",0
"Subject: california update 1 / 31 / 01  please do not hesitate to contact robert johnston ( x 39934 ) or kristin walsh  ( x 39510 ) with additional questions .  executive summary  an announcement could be made as early as today regarding the first wave of  long - term contracts ( price and term ) .  the threat of bankruptcy is significantly diminishing as davis hatches a plan  to 1 ) pass on "" court ordered rate increases "" and 2 ) issue revenue bonds .  audit results are in and questions loom about the amount of funds transferred  to parent companies . davis is expected to use the threat of "" endless  appeals "" in courts and a possible ballot initiative in november to keep the  pressure on the parent companies to pay a share of the utility debt , as well  as to limit the scope of the rate hikes .  davis hopes that a court ruling in favor of the utilities would provide him  with the political cover he needs to pass on rate hikes to california  consumers and avoid utility bankruptcy .  davis walking a fine line with consumer advocacy groups . if there is a  ballot initiative in november to challenge the expected court - ordered rate  hikes , it could be disastrous for investor confidence in the state .  legislation and bail out  bill ablx was heard for several hours in the senate appropriations  yesterday . issues still remain regarding the tiered rate structure ,  specifically for communities that have harsh climates . however , the bill has  received support from almost everyone including consumer groups . the bill  is expected to pass sometime today . tim gage , ca director of finance said  davis supports all the provisions in ablx and expected to sign .  bill abl 8 x was not heard in the assembly yesterday but is expected to be hear  today . in committee hearings monday , the dwr testified it is spent all of  the $ 400 m and were spending $ 45 m / day in the spot market to buy power .  according to sources with direct access to governor davis , the on - going court  battle , as discussed below , is viewed as an excellent opportunity for a  settlement . davis recognizes that 1 ) the expected court ruling in the cpuc  case will likely authorize the utilities to increase rates charged to  california rate payers ; 2 ) despite that ruling , the state government has the  ability to delay the eventual reward of that order long enough to cripple the  two utilities unless they come to terms . thus , davis believes that  california consumers cannot avoid getting hit with higher electricity  charges , but he plans to use the threat of an appeal ( and a possible ballot  initiative ) to limit the amount of the rate hikes .  a plan to exempt the lowest income , smallest consumers from any rate increase  and to concentrate rate increases among consumers using 130 % of a baseline  usage rate was gaining serious momentum last night in sacramento . that would  still hit about one half of all consumers ( since the "" baseline "" is set at 60 %  of average consumption ) , but it is "" progressive "" in a politically important  sense .  making this work would require solving a minor crisis that erupted last night  when pg & e admitted they had stopped reading electricity meters for many  customers and were estimating their bills based on previous usage rates .  the company ' s defense ( they had laid off meter readers to conserve cash ) was  met with widespread derision as consumer advocates pointed out the estimation  policy conveniently allowed the company to charge more despite serious  efforts by californians to use less electricity . "" every time you think  there ' s a moment when these utilities will not embarrass themselves ,  something like this happens , "" one legislator moaned .  long - term contracts  a second key to keeping the eventual rate increases down lies in the  negotiations now almost complete for the first wave of long - term power buying  contracts davis initiated earlier this month . the first wave of those  contracts will be announced perhaps as early as today and they will be  surprisingly positive , according to officials in the talks . "" we got a series  of good offers in those initial proposals . and some not so good ones , "" one  official told our source . "" the idea is to announce the results of the first  contract talks with the good guys and then go back to the others and say ,  ' you want in on this with these terms ? ' we think we ' ll eventually shake  loose a lot of supply with this strategy . ""  bankruptcy  because of these new dynamics , there is improved market confidence that  california will emerge from the current energy crisis without bankruptcy for  socal edison and pg & e , even as they are set to miss another round of payments  to creditors and suppliers today ( remember , there is a standstill agreement  among creditors not to ask for accelerated payment until feb . 13 ) .  we believe that sense of optimism will be given an even more credible boost  by the court case in front of us district judge ronald s . w . lew in los  angeles , which is likely to mushroom into the kind of political cover for  elected officials that make a settlement possible by the end of next week , at  the latest . in fact , without that political cover it would be impossible to  square all the various circles of this crisis .  audit results and ballot initiatives  markets , bush administration officials , and perhaps utility companies  themselves are underweighting the possibility that citizens groups will  launch a successful ballot initiative in the fall of 200 l to bring all  electricity generation back under state control . the threat of a proposition  initiative mounted as the two audits of the utility companies ordered by the  california public utilities commission released in the last 48 hours  confirmed two seriously damaging points we have been warning about since  mid - january . first , the audit of socal edison confirmed that $ 2 billion of  the debt the utility claims it owes to energy suppliers is actually owed to  itself through its corporate holding structure that generates and sells  power . second , it confirmed that edison electric paid nearly $ 5 billion in  profits to the holding company which then used that money to buy back its  stock and increase dividends in an effort to keep its stock price up even  while it was going on a debt - issuing binge .  the audit of pg & e released late last night was even more damaging : pg & e  management was sharply criticized for poor decisions in failing to react to  "" clear warning signs of an approaching energy crisis "" by not making deep  spending cuts , "" including scaling back management salaries . "" the auditors  also questioned the utility ' s decision to funnel some $ 4 . 7 billion of its  profits since deregulation into the coffers of its parent holding company ,  which then used the cash mostly to pay dividends and buy back stocks .  "" basically , they took the money and ran , "" as state senate speaker burton put  it yesterday .  what appears to be governor gray davis ' grudging acceptance of reality is  actually a highly evolved effort to produce a solution that provides enough  rate hikes / taxpayer subsidy to help solve the current crisis without  triggering a new - - and far more damaging - - burst of populist outrage among  a voter base that still thinks the utility companies are basically making  this all up . there is no doubt that this use of money by socal edison and  the debts it owes to itself are perfectly legal and in keeping with the  spirit of the 1996 deregulation law , but that is irrelevant in popular  political terms . were it not for the political cover potentially afforded by  the court case discussed below , these audits would make settlement extremely  difficult .  keeping that anger from exploding into a ballot initiative this fall is key  to understanding the very complex game that davis , his advisers and senior  legislators are now playing . a ballot initiative would be a potential  disaster since it would almost certainly be aimed at re - establishing full  public control over the electric utilities . even if the state and utilities  successfully challenged such an initiative in court it would be years before  that victory was clear and it would freeze all new private investment during  that prolonged period . that ' s something california cannot afford as  businesses would be moving out and new ones failing to relocate .  court battle  thus , legislators are listening in horror as they hear the ugly details of  the court case in los angeles that socal edison and pg & e are likely to win in  mid - february . the court will most likely grant the two utilities $ 12 . 7  billion in relief and that the cost would fall immediately on the shoulders  of consumers who would see bills rise by at least 30 % , california politicians  could see the emergence of the one thing everyone has needed since the start  of this extended drama : political cover . davis will then have to rely on his  political and negotiating skills to pressure the parent companies of the  utilities to pass on something less than the full $ 12 . 7 billion debt .  pg & e and socal edison have already won round one of a legal battle designed  to let them raise electricity rates enough to recover all of the debt they  have accumulated since august last year when the puc refused to let them  raise prices even as electricity prices soared . the court said the 1996  deregulation law was crystal clear - - when the two utilities had repaid  so - called "" stranded costs , "" they were free to begin charging whatever they  needed to charge consumers to cover their cost of acquiring power .  although the utilities won this case , the judge stayed his order until  february 14 th at the state government ' s request . as that deadline  approaches , an intense new negotiating round is under way . on the one hand ,  political officials know they have the ultimate political cover for higher  electric prices ( "" the courts made me do it "" ) , but on the other hand , they  also know that immediate and full compliance with that court order would  force electricity rates up by about 40 % on top of natural gas bills that have  soared by about 300 % since last year . utility companies are playing this  card aggressively in negotiations about the scope and shape of the final  bailout . "" we ' ll just wait until the court puts the order into effect in  mid - february then even if we are in bankruptcy we will emerge quickly and  easily . ""  one tactic the state political officials are using , in order to force a  settlement , is the threat of keeping the law suit tied up in court for the  next couple of years . one political official pointed out that they could  keep the utilities from receiving their money this year , next year or perhaps  even the year after . "" sure , we tell them , they will probably win in court and  get that money . eventually . we are making them well aware that unless we  have a settlement we will appeal that court ruling all the way to the supreme  court and keep them tied up for the next two years at least . we don ' t think  the creditors will be quite that patient . """,0
Subject: employees that are listed in the research time site that are not in  the research group  hello everyone :  in doing the sap timesheets this time i have discovered there are several  people listed in the 105896 cost center - org . unit # 1424 ( research ) that  are no longer in the research group . shouldn ' t they be moved ?  they are :  alexios kollaros 502373 now with the new power co .  farouk lalji 501609 analyst rotated out  ainsley gaddis 400250 summer intern returned to school ( last day the 11 th )  mandeep chahal 502876 now with the new power co .  james aimone 514849 summer intern returned to school ( last day the 11 th )  roman zadorozhny 501778 now with another co . in enron  please let me know if i need to do anything .  thanks !  shirley,0
"Subject: california power 1 / 15 / 01  vince - kristin mentioned that you might be interested in receiving our daily  updates on the california situation . hope that you are doing well and let us  know if you require any additional information .  rj  - - - - - - - - - - - - - - - - - - - - - - forwarded by robert johnston / hou / ect on 01 / 16 / 2001  08 : 08 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  robert johnston  01 / 15 / 2001 09 : 10 pm  to : michelle d cisneros / hou / ect @ ect  cc : gary hickerson / hou / ect @ ect , james d steffes / na / enron @ enron , richard  shapiro / na / enron @ enron , jaime gualy / na / enron @ enron , john greene / lon / ect @ ect ,  jeff kinneman / hou / ect @ ect , kristin walsh / hou / ect @ ect , scott  tholan / corp / enron @ enron  subject : california power 1 / 15 / 01  as talks continued toward the tuesday deadline markets have been focused on  for the california electricity crisis , state officials around governor gray  davis have  toughened up their rhetoric on a couple of fronts even as they confirmed  they would be in the market as early as tuesday taking bids for energy to be  paid by the  state of california . one problem on that front is still how much producers  want to charge the state for electricity . as we reported last week , davis and  his aides  want to pay around $ 50 to $ 55 dollars per megawatt hour and suppliers want  about $ 75 . treasury secretary summers has suggested an auction as the best  way to  determine the price , but california officials are taking a less free market  approach and still hope to set the price through negotiation over long - term  contracts .  our sources in washington , sacramento , and california are increasingly of the  view that governor davis is positioning his government to establish long - term  power contracts with the generators that could be passed through to the  utilities following a bankruptcy in the near term . this week ' s legislative  activities  in sacramento will create the vehicle to do so . state credit backing  purchases of power would obviate the need for super - priority borrowing to  finance power  purchases after utility bankruptcy .  1 . audit - untangling utility relationships  california officials have also toughened their rhetoric on the debt repayment  front as they say results from a preliminary audit show that  half of the $ 9 to $ 12 billion the utilities say they owe is actually owed to  themselves for power they bought from their corporate relations  this strange situation is due to the fact that one holding company owns both  the power - generating and power - distributing companies under a  holding company umbrella . of course , that means that some of the power pg & e  and southern california edison bought at highly inflated prices  was bought from themselves .  but it was not all bad news in the tense negotiations . sources confirm that  davis increasingly understood that the state finance role was a crucial part  of any  potential solution . he told our sources this afternoon that he is willing to  use state credit to eliminate the "" risky debt "" premium that pg & e  and sce are being charged by suppliers because of their shaky finances and  that he is willing to extend the current 10 % rate increase  utility customers are paying far beyond the initial 90 - day deadline . in  return he is demanding that the companies prepare to "" share the  burden of debt reduction in return for state help and credit extension . ""  2 . debt restructuring - guarantees , but no direct state money  davis also told the videoconference that he believes the $ 12 billion in back  debt owed by the utility companies can be cleared up  during a 90 - day forbearance period ( whether that period has been agreed to by  all creditors is not something we are clear about right now ) . davis ' idea , as  he laid it out in the meeting , is to use the forbearance period to securitize  the debts and sell them against the utilities ' forward rate base or by  establishing a  medium - term repayment plan backed by continued state guarantees .  in both cases the restructured debt would be resolved over a decade without  direct use of taxpayer money as the utilities use their positive margins to  paydown their debt . one of the reasons davis wants to stay close to the  $ 50 - $ 55 megawatt charge is that it maximizes the rate at which utilities can  pay  down this debt . there is a strong chance that davis will agree to use state  guarantees to sweeten the pot at the end of these negotiations , but he remains  opposed to using direct state money . this frustrates both clinton  administration and utility creditors , but davis has not yet shown much  flexibility .  3 . eminent domain / reregulation  perhaps most frustrating to the washington dc free market crowd at treasury  and the white house was the continued comfort davis and his group of political  advisers have with "" non - market "" solutions to the energy crisis . although  the governor ' s aides actually believe the weapon is more a "" way to force  eventual  agreement , than an actual solution , "" the talk returns frequently to these  non - market mechanisms . "" we have the ultimate weapon to enforce compliance by  the  tuesday deadline . if we make no progress . if this thing looks like it will  turn into a genuine crisis , then we will use our powers of condemnation and  we will re - take  the plants and equipment and run them ourselves , "" a close political aide to  davis said . "" we will absorb the plants , the transmission lines and the  reserved parking  places of the executives . the legislature would agree in a second . """,0
"Subject: ip cameras for your security system  dear sir or madam :  we understand from your information on google . com engineer . we would like to take this opportunity to introduce our company and products , with the hope that we may work with bright ideas imports in the future  founded in 1993 , tokia electronics co . , ltd . we are specializing in the manufacture of cctv cameras , color ccd cameras , b / w ccd cameras , color dome cameras , b / w dome cameras , mini ccd cameras , day / night ccd cameras , high speed cameras , flying sauce cameras , wireless cmos cameras , dvr , dvr board , all - in - one camera , ip camera and lens and other safety protection video products , which are widely used in banks , electric power , transportation , public security , , shopping mall , residence area and the like .  presently , tokia electronics co . , ltd . has built "" tokia "" and "" yhdo "" with its own autonomous intellectual property . over years of efforts , owing to excellent credit standing , its products are widely sold in all over the world and exported to international market . it became one of the largest video recorder manufacturer in china . we have approved by iso 9000 and ce certificate .  detailed circumstance of our products , please click out the site : http : / / www . cctvcameras . cn /  should any of these items be of interest to you , please let us know . we will be happy to give you a quotation upon receipt of your detailed requirements .  we look forward to receiving your enquires soon . . i am very say if this letter disturb you .  sincerely ,  jamme  ip cameras : live demo : http : / / 220 . 130 . 14 . 230 usename : guest password : guest  1 . internal build - in ccd provides all in one cctv solution  2 . remote surveillance through internet or intranet .  3 . even triggered picture can be sent vis ftp or e - mail  4 . system based on java platform for better stability  5 . remote recording  6 . pppoe",1
"Subject: resignation effective june 5  vince ,  i am planning to make my resignation from enron so that june 5 th would be my last day at work . i am interested in the trading opportunity this fall and will talk again with andy about it . it will still make sense for me to resign in the mean time in order that i may start burning my non - compete period to open up my other options . in addition , it will allow me to be rehired without the burden of the noncompete should i come back in the fall .  regards ,  stinson",0
"Subject: re : saturday lunch  nick ,  thanks for your message . saturday , 11 : 45 at the terman is fine with  me . see you there .  vince  nick bambos on 03 / 01 / 2000 12 : 32 : 24 pm  to : vince . j . kaminski @ enron . com  cc : vkaminski @ aol . com , lorriep @ stanford . edu  subject : saturday lunch  vince ,  unfortunately , the faculty club is closed on saturday .  > > > lorrie , could you please make reservations  for 2 at , say , spieto ' s . < < < <  i am looking forward to seeing you on saturday . shall  we meet at the terman ground floor lobby at 11 : 45 ?  i think the packard building is locked on saturday .  thanks ,  nick",0
"Subject: tuesday interview  rachel ,  i would like very much to interview howard but i am in  philadelphia on tuesday .  vince",0
"Subject: re : marketpoint license agreement  john ,  fyi  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 27 / 2000  03 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" dale m . nesbitt "" on 11 / 27 / 2000 02 : 51 : 54 pm  please respond to  to :  cc :  subject : re : marketpoint license agreement  vince :  i will send you our contract for the week long engagement . the way we do it  is send out our time and materials contract , which has a space for  individual task statements . i then put in a task statement for the week  long project at the $ 12 k level so that the costs and risks are capped for  you . look for it in the next day or two .  with regard to the long run and short run gas models , they are both  implemented in the same software system . neither is a prerequisite for  running the other , but both operate the same way and the sum of the two  consumes approximately the same resources are either individually .  i plan to have an extended visit in houston beginning one week from today  and lasting through the following wednesday . ( intensively tutoring my  daughter for her first semester economics finals at rice . she certainly  should have gotten a better looking tutor . ) that will make it very easy to  come by and finalize whatever needs to be finalized with you that week .  with her in houston , i spend a good bit of time there .  look for the stuff in the next day or two . i look forward to working with  you and your colleagues .  thanks  dale  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : monday , november 27 , 2000 10 : 44 am  to : dale . nesbitt @ worldnet . att . net  cc : vince . j . kaminski @ enron . com  subject : re : marketpoint license agreement  dale ,  thanks for your message . in our phone conversation before the meeting you  mentioned  another contractual arrangement under which we could work with your  company employees on a case - study .  the cost of a weekly project would be $ 12 , 000 that would be applied to the  purchase price should  we go ahead and decide to acquire the software . this project would allow us  to evaluate the model and  come up with an estimate of the manpower necessary to support the model  internally .  please , let me know more about this option .  we are primarily interested in a long - term natural gas model and the  database for north america .  unless a familiarity with the short term model is a prerequisite , we don ' t  have resources to spend too much time on it .  of course , a trading desk may be interested in the short term  version of the model . i shall talk to them about it .  vince  "" dale m . nesbitt "" on 11 / 13 / 2000 06 : 00 : 05 pm  to : , "" vince . j . kaminski ""  cc :  subject : marketpoint license agreement  john / vince :  i really enjoyed the meeting the other day with you and a broad cross  section of your people . thank you very much for setting it up , and thank  you for giving me the opportunity to speak with your people .  as i mentioned to john , i am sending you the license paperwork for  marketpoint . i have attached our standard license agreement for your  consideration . as i mentioned , the license agreement covers the entire  bundled product , which includes  ? north american gas , short and long term  ? north american electricity , short and long term  ? world gas  ? western european gas  ? world oil  we are just finishing porting the world oil , world gas , and western  european  gas models over from our old ( now obsolete ) software system into  marketpoint , so they will not be fully tested and complete for a couple of  months . however , the gas and electricity models for north america are  presently complete and tested . that should allow us to give you an  attractive price before the full worldwide toolkit is available throughout  your worldwide business .  as i understood it , you will want the gas modeling capability first and  will  want to defer decisions on electric or other capability . as i mentioned at  the meeting , we are prepared to offer that for approximately  the fully  bundled price . as you read the license agreement , you will see that the  software licenses for $ 100 , 000 annually , the gas data for $ 5 , 000 , and the  electric data for $ 10 , 000 . marketpoint will agree to license you the gas  model plus the data for  the software license plus the data license for a  total of $ 55 , 000 annually . this is just under  the fully bundled price .  i  think that is consistent with the discussions at our meeting , and from  marketpoint ' s perspective would provide a great basis to move forward  together with enron . if or when enron ever desires to "" scale up "" to  another  model or model ( s ) from the marketpoint portfolio , we will simply scale you  up to the entire license agreement . this will allow you to decouple the  gas  decision from any other decisions you might make . ( i will be glad to put  this additional pricing provision into the agreement if you decide to move  forward . )  i felt i was able to communicate the philosophy , scope , and operation of  our  approach during the meeting and to deliver you much of the information you  might need to evaluate whether marketpoint meets your needs . i thought you  were able to see the depth and sophistication of the product yet at the  same  time its simplicity and effectiveness . i thought you were able to see the  benefits of the marketpoint dimension of economic equilibrium as a  complement and supplement to other approaches you will assuredly use . i  would be interested in your impressions and those of your colleagues . i  look forward to your response and to moving ahead together . we view you as  a very important prospective customer and client and will work with you to  earn and secure your business .  if you decide to license marketpoint , we can arrange to transfer and mount  marketpoint and the short term narg model ( which is the model we suggest  you  begin with ) and travel to houston to deliver our 1  day training seminar .  our clients are usually very fluent after that 1  day training seminar .  thereafter , we would want you to work with the short term narg model for a  few weeks while you get up to speed , very fluent , and very comfortable  before you take delivery of the longer term version of narg several weeks  later .  thanks again , and all the best . if there is some item from the meeting  that  i might have forgotten to send , please remind me . my notes don ' t show  anything , but i was speaking a lot rather than writing notes during the  meeting and might have overlooked something someone wanted .  dale nesbitt  president  marketpoint inc .  27121 adonna ct .  los altos hills , ca 94022  ( 650 ) 218 - 3069  dale . nesbitt @ marketpointinc . com  ( see attached file : license . doc )",0
"Subject: re : anshuman srivastava  thanks margaret . will keep you in the loop if things change .  i am attaching a job description for anshuman , as we had discussed , foir your  files .  regards ,  sandeep .  margaret daffin @ ect  02 / 16 / 2001 09 : 41 am  to : sandeep kohli / enron _ development @ enron _ development  cc : molly magee @ ect , vince j kaminski / hou / ect @ ect , jane allen / hou / ect @ ect  subject : re : anshuman srivastava  sandeep : further to my voice mail to you today , i will meet with anshuman at  10 : 30 am and will keep his documents in a file .  however , without some type of job offer in the us , we cannot move forward  with an ll visa for him and if you believe he will not be returning to the us  to work , then we really do not need to get him the ll at this time .  if the circumstances change , please let me know .  margaret  sandeep kohli @ enron _ development  02 / 15 / 2001 02 : 05 pm  to : margaret daffin @ ect  cc : molly magee @ ect , anshuman srivastav / enron _ development @ enron _ development  subject : anshuman srivastava  margaret ,  please find attached the resume of anshuman , as well as the form needed for  l - 1 visa , duly filled in .  copies of all required material for the visa , has already been put into  inter - office mail .  please do call me at 713 - 857 - 6826 . i want to reschedule today ' s meeting for  another time , since we are working on a deadline here .  regards ,  sandeep .  - - - - - - - - - - - - - - - - - - - - - - forwarded by sandeep kohli / enron _ development on  02 / 15 / 2001 01 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  sandeep kohli  02 / 15 / 2001 11 : 21 am  to : anshuman srivastav / enron _ development @ enron _ development  cc :  subject :",0
"Subject: re : p + spread options  jeff ,  a short follow up on the p + options .  attached is a chart showing historical correlations for calendar spreads  between futures contracts . it shows correlation over four different time  horizons up to the roll of the nearest contract in each pair . as you can  see the level is usually higher than 0 . 98 and often near 0 . 99 . if our  current book of "" index p + "" options were re - marked at a 98 % correlation , it  would result in a reduction in m - t - m value of about $ 78 million according to  my estimate .",0
"Subject: schedule to chelmsford  hi all , here is what i have so far on the agenda front !  shirley , we need travel arrangement to attend the meeting mentioned below .  here are our prelimnary schedule .  please try to check us all in at the double tree in chelmsford , ma where the  meeting will be .  vince cannot attend . there will be four people from our group attending  including myself , stinson , krishna and samer . only stinson and i will attend  the dinner on monday night . here is the suggest times by names :  ravi & stinson :  leave houston around 12 : 00 pm on monday ( jan 31 , 2000 ) to be there for the  dinner . try to get us in chelmsford , ma in time so that we can attend the  dinner .  leave chelmsford , ma around 2 : 00 pm thursday .  one full size rental car for all four of us . you can put this in either mine  or stinson ' s name .  krishna & samer :  leave houston around 5 : 00 pm to get in time to get a good night sleep to  attend the meeting tue ( feb 1 ) :  leave chelmsford , ma either wed 6 : 00 pm or thurs afternoon depending on  individual schedule . krishna and samer , please let shirely know when you want  to get back . as long as you are there for tue and wed full day , you should  get enough out of the meeting .  shireley , please call me for more details .  regards ,  ravi .  - - - - - forwarded by ravi thuraisingham / enron communications on 01 / 27 / 00 04 : 45  pm - - - - -  phil markwart  01 / 26 / 00 08 : 00 pm  to : barb . vanbeyrer @ sycamorenet . com  cc : ravi thuraisingham / enron communications @ enron communications , erik  simpson / enron communications @ enron communications , stinson gibner / hou / ect @ ect  subject : schedule  please copy the persons in the cc line with the schedule of 31 jan as soon as  you get it .  at this point , you have told me :  31 jan travel to chelmsford and dinner around 7 pm ?  1 feb overall optical design considerations  2 feb specific route designs  3 feb more route design",0
"Subject: re : followup from iris mack  hi ,  thanks for taking time out of your busy schedules to meeet with me on  the 28 th of december - especially during the holiday season .  i enjoyed meeting some of the research group ' s internal clients .  hope to be able to work with you in the future .  regards ,  iris mack  get your free download of msn explorer at http : / / explorer . msn . com",0
"Subject: [ no subject ]  thanks vince - i didn ' t know - i was worried for a while ; thanks for reducing  me stress ! i ' ll let alec and vuthy know @ this .  thank you very much - we ' ll get him ( howard ) in !  jeff  i live in dana point , ca . ( known for it ' s harbor ) here are a few pictures for  you on your coffee break : http : / / www . danapointharbor . com / tour / ptwend . htm  bye  jeff ,  we have video facilities both in houston and london .  we shall invite howard to visit our office in london again .  vince  * get free , secure online email at http : / / www . ziplip . com / *",0
"Subject: re : vacation  vince :  i just found out that it is friday , april 7 and not friday , march 31 st  that i want to take for vacation . is this alright ?  thanks !  shirley  vince j kaminski  03 / 08 / 2000 06 : 18 pm  to : shirley crenshaw / hou / ect @ ect  cc :  subject : re : vacation  shirley ,  no problem .  vince  shirley crenshaw  03 / 08 / 2000 03 : 56 pm  to : vince j kaminski / hou / ect @ ect  cc : kevin g moore / hou / ect @ ect , william smith / corp / enron @ enron  subject : vacation  vince :  i would like to take the following days as vacation :  wednesday , march 15 th  friday , march 31 st .  please let me know if this is ok with you .  thanks !  shirley",0
"Subject: precious metals var  jason ,  after our brief discussion last night i think i should discuss a few of the  issues i have with respect to calculating a var on the deal that you are  proposing . the var model , as i illustrated , is set up to accept a term  structure of delta positions , prices and vols and it may be difficult to  translate the ' silver mine ' position into these inputs .  i do not think that we can simply take the net silver content of the mine and  then make some assumptions about vol and price . the var model  also assumes a certain amount of liquidity in the market and a 1 day holding  period .  to do this properly i would need to understand fully how the deal is priced  as these sensitivities are ultimately what will effect the change in mtm  in the future and that is essentially what var is supposed to predict .  if you need me to work on this then you need to contact steve who will help  to prioritise my time . i will also need to consult with vince kaminski and  tanya tamarachenko in houston for advice .  rac will also assist in the process .  please contact me if you have any further questions ,  kirstee  x 34529",0
"Subject: re : fw : eprm article  chris ,  i have read the paper . it reads very well . two comments .  1 . it probably makes sense to include a note on the standard gbm simulation  equation and  the way it ' s typically discretized .  2 . it will help the reader who did not read the earlier articles to explain  what ct is ( perhaps a footnote ) .  i am also including a message i sent to julie today .  * * * * * * * * * * * * * * *  1 . i would like to register 2 members of my group for both courses ( in  houston ) :  a . paulo issler  b . alex huang  i shall attend the course on weather only .  2 . i have started the process to issue a check for 5 , 000 aud for lacima .  shirley sent you an update on this . the 2 nd installment comes from the budget  of our  office in australia . i shall talk to paul quilkey today about it . please , let  me know if there is any delay .  3 . the book will be used as textbook for the class i shall be teaching at  rice .  rice univ bookshop is placing an order .  4 . i would like to order 50 copies for my group . what is the best  way to place the order ? can we pay in us dollars ?  * * * * * * * * * * * * * * *  best regards .  vince  "" chris strickland "" on 12 / 12 / 2000 05 : 21 : 22 pm  please respond to "" chris strickland ""  to :  cc : "" julie ""  subject : fw : eprm article  hi vince ,  i ' m wondering if you got this last week ? if you could have a quick look and  get back to me with any comments that would be great - robin is chasing me  on this one !  best regards .  chris .  - - - - - original message - - - - -  from : chris strickland  to :  sent : wednesday , december 06 , 2000 4 : 16 am  subject : eprm article  > hi vince ,  >  > hope things are fine with you . i ' m sorry that i only ever write to you  when  > i ' m after something , but could you look at this simulation article - the  > next installment in the eprm articles .  >  > many thanks and best regards .  >  > chris .  >  >  >  > - - - - - original message - - - - -  > from :  > to : ; ;  ;  >  > sent : friday , september 08 , 2000 4 : 23 am  > subject : re : var article  >  >  > > les ,  > >  > > the revised version of the var article looks fine .  > >  > > vince  > >  >  - eprm _ 04 _ sim _ mr . zip",0
"Subject: meetings with petronas on february 8 th  good morning all :  the petronas meetings and presentations will be in eb 3321 on the 8 th .  thanks !  shirley  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 01 / 11 / 2001  09 : 11 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  01 / 08 / 2001 12 : 06 pm  to : rick buy / hou / ect @ ect , david port / market risk / corp / enron @ enron , john l  nowlan / hou / ect @ ect , jeffrey a shankman / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect  subject : re : meeting on feb 8 , 2001  fyi .  this is the list of the petronas executives visiting enron on feb 8 .  i have invited them to lunch . would you like to join me for lunch .  i would like to propose a short courtesy meeting at 10 with jeff / john ( 5 -  10 minutes ) ,  followed by rac / research presentation till 11 : 30 .  vince  p . s . i shall reserve a conference room for this meeting  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 08 / 2001  10 : 02 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  azminab @ petronas . com . my on 01 / 07 / 2001 06 : 37 : 33 pm  to : vince . j . kaminski @ enron . com , shirley . crenshaw @ enron . com ,  khairuddinbmjaafar @ petronas . com . my  cc :  subject : re : meeting on feb 8 , 2001  dear kaminski  4 members from corporate risk management unit  1 . iqbal abdullah - general manager  2 . nur azmin abu bakar - head , risk assessment & controls  3 . zulkifli a rahim - head , risk measurement & systems  4 . adnan adams - head , special projects  regards  vince . j . kaminski @ enron . com on 03 / 01 / 2001 09 : 45 : 02 pm  to : azminab @ petronas . com . my  cc : vince . j . kaminski @ enron . com , shirley . crenshaw @ enron . com  subject : re : meeting on feb 8 , 2001  dear mr . nur azmin abu bakar ,  thanks for your prompt reply .  please , let us know how many members of your team will  visit enron .  i look forward to our meeting on february 8 .  vince kaminski  azminab @ petronas . com . my on 01 / 02 / 2001 06 : 38 : 33 pm  to : vince . j . kaminski @ enron . com , khairuddinbmjaafar @ petronas . com . my ,  shirley . crenshaw @ enron . com  cc :  subject : re : meeting on feb 8 , 2001  dear kaminski ,  happy new year and thank you for the reply . we are honored to have  lunch with you and your team however we have another appointment at  2 . 30 p . m .  regards  vince . j . kaminski @ enron . com on 03 / 01 / 2001 07 : 38 : 19 am  to : azminab @ petronas . com . my  cc : vince . j . kaminski @ enron . com , shirley . crenshaw @ enron . com  subject : meeting on feb 8 , 2001  dear sir ,  i would like to apologize for the delay in responding to your fax .  i was on vacation for the last few days .  i shall be honored to meet your delegation on thursday , february 8 at 10 : 00  a . m .  please , let me know if you will be free for lunch after the meeting .  vince kaminski",0
"Subject: professor bambos ' visit to enron on monday , august 21 st  vince / stinson :  i have made the following appointments for professor bambos :  monday , august 21 st  9 : 00 am jim fallon  2 : 00 pm john echols  john echols ' assistant would like me to send her an email concerning the  subject / reason for the visit with john .  please let me know .  thanks !  shirley",0
